date,store_id,product_id,units_sold
2025-02-28,TX01,SKU_1000,0
2025-03-01,TX01,SKU_1000,14
2025-03-02,TX01,SKU_1000,2
2025-03-03,TX01,SKU_1000,12
2025-03-04,TX01,SKU_1000,10
2025-03-05,TX01,SKU_1000,8
2025-03-06,TX01,SKU_1000,0
2025-03-07,TX01,SKU_1000,0
2025-03-08,TX01,SKU_1000,0
2025-03-09,TX01,SKU_1000,11
2025-03-10,TX01,SKU_1000,14
2025-03-11,TX01,SKU_1000,12
2025-03-12,TX01,SKU_1000,10
2025-03-13,TX01,SKU_1000,12
2025-03-14,TX01,SKU_1000,3
2025-03-15,TX01,SKU_1000,0
2025-03-16,TX01,SKU_1000,0
2025-03-17,TX01,SKU_1000,9
2025-03-18,TX01,SKU_1000,14
2025-03-19,TX01,SKU_1000,10
2025-03-20,TX01,SKU_1000,9
2025-03-21,TX01,SKU_1000,12
2025-03-22,TX01,SKU_1000,9
2025-03-23,TX01,SKU_1000,8
2025-03-24,TX01,SKU_1000,10
2025-03-25,TX01,SKU_1000,9
2025-03-26,TX01,SKU_1000,2
2025-03-27,TX01,SKU_1000,11
2025-03-28,TX01,SKU_1000,8
2025-03-29,TX01,SKU_1000,9
2025-03-30,TX01,SKU_1000,11
2025-03-31,TX01,SKU_1000,9
2025-04-01,TX01,SKU_1000,10
2025-04-02,TX01,SKU_1000,3
2025-04-03,TX01,SKU_1000,9
2025-04-04,TX01,SKU_1000,4
2025-04-05,TX01,SKU_1000,6
2025-04-06,TX01,SKU_1000,7
2025-04-07,TX01,SKU_1000,10
2025-04-08,TX01,SKU_1000,8
2025-04-09,TX01,SKU_1000,8
2025-04-10,TX01,SKU_1000,10
2025-04-11,TX01,SKU_1000,8
2025-04-12,TX01,SKU_1000,8
2025-04-13,TX01,SKU_1000,11
2025-04-14,TX01,SKU_1000,9
2025-04-15,TX01,SKU_1000,12
2025-04-16,TX01,SKU_1000,6
2025-04-17,TX01,SKU_1000,2
2025-04-18,TX01,SKU_1000,12
2025-04-19,TX01,SKU_1000,11
2025-04-20,TX01,SKU_1000,9
2025-04-21,TX01,SKU_1000,11
2025-04-22,TX01,SKU_1000,0
2025-04-23,TX01,SKU_1000,0
2025-04-24,TX01,SKU_1000,0
2025-04-25,TX01,SKU_1000,0
2025-04-26,TX01,SKU_1000,10
2025-04-27,TX01,SKU_1000,12
2025-04-28,TX01,SKU_1000,7
2025-04-29,TX01,SKU_1000,8
2025-04-30,TX01,SKU_1000,13
2025-05-01,TX01,SKU_1000,11
2025-05-02,TX01,SKU_1000,2
2025-05-03,TX01,SKU_1000,11
2025-05-04,TX01,SKU_1000,12
2025-05-05,TX01,SKU_1000,12
2025-05-06,TX01,SKU_1000,6
2025-05-07,TX01,SKU_1000,10
2025-05-08,TX01,SKU_1000,13
2025-05-09,TX01,SKU_1000,5
2025-05-10,TX01,SKU_1000,10
2025-05-11,TX01,SKU_1000,5
2025-05-12,TX01,SKU_1000,12
2025-05-13,TX01,SKU_1000,11
2025-05-14,TX01,SKU_1000,10
2025-05-15,TX01,SKU_1000,5
2025-05-16,TX01,SKU_1000,0
2025-05-17,TX01,SKU_1000,0
2025-05-18,TX01,SKU_1000,0
2025-05-19,TX01,SKU_1000,0
2025-05-20,TX01,SKU_1000,7
2025-05-21,TX01,SKU_1000,13
2025-05-22,TX01,SKU_1000,13
2025-05-23,TX01,SKU_1000,12
2025-05-24,TX01,SKU_1000,7
2025-05-25,TX01,SKU_1000,7
2025-05-26,TX01,SKU_1000,6
2025-05-27,TX01,SKU_1000,12
2025-05-28,TX01,SKU_1000,13
2025-05-29,TX01,SKU_1000,11
2025-05-30,TX01,SKU_1000,4
2025-05-31,TX01,SKU_1000,16
2025-06-01,TX01,SKU_1000,0
2025-06-02,TX01,SKU_1000,0
2025-06-03,TX01,SKU_1000,0
2025-06-04,TX01,SKU_1000,0
2025-06-05,TX01,SKU_1000,11
2025-06-06,TX01,SKU_1000,10
2025-06-07,TX01,SKU_1000,14
2025-06-08,TX01,SKU_1000,9
2025-06-09,TX01,SKU_1000,2
2025-06-10,TX01,SKU_1000,0
2025-06-11,TX01,SKU_1000,0
2025-06-12,TX01,SKU_1000,0
2025-06-13,TX01,SKU_1000,11
2025-06-14,TX01,SKU_1000,9
2025-06-15,TX01,SKU_1000,12
2025-06-16,TX01,SKU_1000,11
2025-06-17,TX01,SKU_1000,9
2025-06-18,TX01,SKU_1000,7
2025-06-19,TX01,SKU_1000,5
2025-06-20,TX01,SKU_1000,1
2025-06-21,TX01,SKU_1000,12
2025-06-22,TX01,SKU_1000,13
2025-06-23,TX01,SKU_1000,8
2025-06-24,TX01,SKU_1000,11
2025-06-25,TX01,SKU_1000,0
2025-06-26,TX01,SKU_1000,0
2025-06-27,TX01,SKU_1000,0
2025-06-28,TX01,SKU_1000,0
2025-06-29,TX01,SKU_1000,6
2025-06-30,TX01,SKU_1000,7
2025-07-01,TX01,SKU_1000,14
2025-07-02,TX01,SKU_1000,1
2025-07-03,TX01,SKU_1000,0
2025-07-04,TX01,SKU_1000,0
2025-07-05,TX01,SKU_1000,0
2025-07-06,TX01,SKU_1000,0
2025-07-07,TX01,SKU_1000,12
2025-07-08,TX01,SKU_1000,8
2025-07-09,TX01,SKU_1000,9
2025-07-10,TX01,SKU_1000,5
2025-07-11,TX01,SKU_1000,16
2025-07-12,TX01,SKU_1000,6
2025-07-13,TX01,SKU_1000,8
2025-07-14,TX01,SKU_1000,0
2025-07-15,TX01,SKU_1000,10
2025-07-16,TX01,SKU_1000,8
2025-07-17,TX01,SKU_1000,13
2025-07-18,TX01,SKU_1000,10
2025-07-19,TX01,SKU_1000,6
2025-07-20,TX01,SKU_1000,7
2025-07-21,TX01,SKU_1000,7
2025-07-22,TX01,SKU_1000,0
2025-07-23,TX01,SKU_1000,0
2025-07-24,TX01,SKU_1000,3
2025-07-25,TX01,SKU_1000,10
2025-07-26,TX01,SKU_1000,8
2025-07-27,TX01,SKU_1000,12
2025-07-28,TX01,SKU_1000,7
2025-07-29,TX01,SKU_1000,9
2025-07-30,TX01,SKU_1000,10
2025-07-31,TX01,SKU_1000,0
2025-08-01,TX01,SKU_1000,9
2025-08-02,TX01,SKU_1000,12
2025-08-03,TX01,SKU_1000,9
2025-08-04,TX01,SKU_1000,9
2025-08-05,TX01,SKU_1000,10
2025-08-06,TX01,SKU_1000,16
2025-08-07,TX01,SKU_1000,7
2025-08-08,TX01,SKU_1000,5
2025-08-09,TX01,SKU_1000,7
2025-08-10,TX01,SKU_1000,6
2025-08-11,TX01,SKU_1000,9
2025-08-12,TX01,SKU_1000,15
2025-08-13,TX01,SKU_1000,9
2025-08-14,TX01,SKU_1000,7
2025-08-15,TX01,SKU_1000,6
2025-08-16,TX01,SKU_1000,9
2025-08-17,TX01,SKU_1000,9
2025-08-18,TX01,SKU_1000,11
2025-08-19,TX01,SKU_1000,19
2025-08-20,TX01,SKU_1000,10
2025-08-21,TX01,SKU_1000,11
2025-08-22,TX01,SKU_1000,0
2025-08-23,TX01,SKU_1000,0
2025-08-24,TX01,SKU_1000,0
2025-08-25,TX01,SKU_1000,14
2025-08-26,TX01,SKU_1000,6
2025-08-27,TX01,SKU_1000,11
2025-08-28,TX01,SKU_1000,0
2025-08-29,TX01,SKU_1000,0
2025-08-30,TX01,SKU_1000,0
2025-08-31,TX01,SKU_1000,0
2025-09-01,TX01,SKU_1000,0
2025-09-02,TX01,SKU_1000,14
2025-09-03,TX01,SKU_1000,7
2025-09-04,TX01,SKU_1000,6
2025-09-05,TX01,SKU_1000,0
2025-09-06,TX01,SKU_1000,0
2025-09-07,TX01,SKU_1000,0
2025-09-08,TX01,SKU_1000,0
2025-09-09,TX01,SKU_1000,0
2025-09-10,TX01,SKU_1000,0
2025-09-11,TX01,SKU_1000,11
2025-09-12,TX01,SKU_1000,4
2025-09-13,TX01,SKU_1000,6
2025-09-14,TX01,SKU_1000,7
2025-09-15,TX01,SKU_1000,13
2025-09-16,TX01,SKU_1000,2
2025-09-17,TX01,SKU_1000,0
2025-09-18,TX01,SKU_1000,0
2025-09-19,TX01,SKU_1000,10
2025-09-20,TX01,SKU_1000,2
2025-09-21,TX01,SKU_1000,9
2025-09-22,TX01,SKU_1000,8
2025-09-23,TX01,SKU_1000,9
2025-09-24,TX01,SKU_1000,8
2025-09-25,TX01,SKU_1000,12
2025-09-26,TX01,SKU_1000,10
2025-09-27,TX01,SKU_1000,10
2025-09-28,TX01,SKU_1000,4
2025-09-29,TX01,SKU_1000,8
2025-09-30,TX01,SKU_1000,13
2025-10-01,TX01,SKU_1000,6
2025-10-02,TX01,SKU_1000,7
2025-10-03,TX01,SKU_1000,0
2025-10-04,TX01,SKU_1000,0
2025-10-05,TX01,SKU_1000,9
2025-10-06,TX01,SKU_1000,10
2025-10-07,TX01,SKU_1000,5
2025-10-08,TX01,SKU_1000,0
2025-10-09,TX01,SKU_1000,0
2025-10-10,TX01,SKU_1000,0
2025-10-11,TX01,SKU_1000,0
2025-10-12,TX01,SKU_1000,0
2025-10-13,TX01,SKU_1000,8
2025-10-14,TX01,SKU_1000,8
2025-10-15,TX01,SKU_1000,10
2025-10-16,TX01,SKU_1000,5
2025-10-17,TX01,SKU_1000,5
2025-10-18,TX01,SKU_1000,7
2025-10-19,TX01,SKU_1000,3
2025-10-20,TX01,SKU_1000,0
2025-10-21,TX01,SKU_1000,14
2025-10-22,TX01,SKU_1000,9
2025-10-23,TX01,SKU_1000,6
2025-10-24,TX01,SKU_1000,9
2025-10-25,TX01,SKU_1000,0
2025-10-26,TX01,SKU_1000,0
2025-10-27,TX01,SKU_1000,0
2025-10-28,TX01,SKU_1000,0
2025-10-29,TX01,SKU_1000,14
2025-10-30,TX01,SKU_1000,7
2025-10-31,TX01,SKU_1000,9
2025-11-01,TX01,SKU_1000,2
2025-11-02,TX01,SKU_1000,13
2025-11-03,TX01,SKU_1000,4
2025-11-04,TX01,SKU_1000,11
2025-11-05,TX01,SKU_1000,9
2025-11-06,TX01,SKU_1000,10
2025-11-07,TX01,SKU_1000,16
2025-11-08,TX01,SKU_1000,11
2025-11-09,TX01,SKU_1000,8
2025-11-10,TX01,SKU_1000,15
2025-11-11,TX01,SKU_1000,13
2025-11-12,TX01,SKU_1000,15
2025-11-13,TX01,SKU_1000,1
2025-11-14,TX01,SKU_1000,12
2025-11-15,TX01,SKU_1000,11
2025-11-16,TX01,SKU_1000,4
2025-11-17,TX01,SKU_1000,0
2025-11-18,TX01,SKU_1000,0
2025-11-19,TX01,SKU_1000,0
2025-11-20,TX01,SKU_1000,0
2025-11-21,TX01,SKU_1000,0
2025-11-22,TX01,SKU_1000,0
2025-11-23,TX01,SKU_1000,7
2025-11-24,TX01,SKU_1000,11
2025-11-25,TX01,SKU_1000,6
2025-11-26,TX01,SKU_1000,15
2025-11-27,TX01,SKU_1000,13
2025-11-28,TX01,SKU_1000,8
2025-11-29,TX01,SKU_1000,4
2025-11-30,TX01,SKU_1000,14
2025-12-01,TX01,SKU_1000,7
2025-12-02,TX01,SKU_1000,10
2025-12-03,TX01,SKU_1000,11
2025-12-04,TX01,SKU_1000,15
2025-12-05,TX01,SKU_1000,10
2025-12-06,TX01,SKU_1000,10
2025-12-07,TX01,SKU_1000,1
2025-12-08,TX01,SKU_1000,0
2025-12-09,TX01,SKU_1000,7
2025-12-10,TX01,SKU_1000,8
2025-12-11,TX01,SKU_1000,7
2025-12-12,TX01,SKU_1000,7
2025-12-13,TX01,SKU_1000,7
2025-12-14,TX01,SKU_1000,0
2025-12-15,TX01,SKU_1000,0
2025-12-16,TX01,SKU_1000,0
2025-12-17,TX01,SKU_1000,10
2025-12-18,TX01,SKU_1000,13
2025-12-19,TX01,SKU_1000,13
2025-12-20,TX01,SKU_1000,10
2025-12-21,TX01,SKU_1000,6
2025-12-22,TX01,SKU_1000,9
2025-12-23,TX01,SKU_1000,8
2025-12-24,TX01,SKU_1000,0
2025-12-25,TX01,SKU_1000,10
2025-12-26,TX01,SKU_1000,10
2025-12-27,TX01,SKU_1000,14
2025-12-28,TX01,SKU_1000,13
2025-12-29,TX01,SKU_1000,7
2025-12-30,TX01,SKU_1000,3
2025-12-31,TX01,SKU_1000,0
2025-01-01,TX01,SKU_1001,15
2025-01-02,TX01,SKU_1001,12
2025-01-03,TX01,SKU_1001,11
2025-01-04,TX01,SKU_1001,13
2025-01-05,TX01,SKU_1001,9
2025-01-06,TX01,SKU_1001,10
2025-01-07,TX01,SKU_1001,8
2025-01-08,TX01,SKU_1001,6
2025-01-09,TX01,SKU_1001,8
2025-01-10,TX01,SKU_1001,11
2025-01-11,TX01,SKU_1001,7
2025-01-12,TX01,SKU_1001,8
2025-01-13,TX01,SKU_1001,6
2025-01-14,TX01,SKU_1001,9
2025-01-15,TX01,SKU_1001,12
2025-01-16,TX01,SKU_1001,5
2025-01-17,TX01,SKU_1001,11
2025-01-18,TX01,SKU_1001,8
2025-01-19,TX01,SKU_1001,13
2025-01-20,TX01,SKU_1001,9
2025-01-21,TX01,SKU_1001,9
2025-01-22,TX01,SKU_1001,15
2025-01-23,TX01,SKU_1001,17
2025-01-24,TX01,SKU_1001,10
2025-01-25,TX01,SKU_1001,3
2025-01-26,TX01,SKU_1001,9
2025-01-27,TX01,SKU_1001,10
2025-01-28,TX01,SKU_1001,11
2025-01-29,TX01,SKU_1001,13
2025-01-30,TX01,SKU_1001,10
2025-01-31,TX01,SKU_1001,10
2025-02-01,TX01,SKU_1001,17
2025-02-02,TX01,SKU_1001,9
2025-02-03,TX01,SKU_1001,8
2025-02-04,TX01,SKU_1001,3
2025-02-05,TX01,SKU_1001,12
2025-02-06,TX01,SKU_1001,7
2025-02-07,TX01,SKU_1001,14
2025-02-08,TX01,SKU_1001,2
2025-02-09,TX01,SKU_1001,7
2025-02-10,TX01,SKU_1001,7
2025-02-11,TX01,SKU_1001,9
2025-02-12,TX01,SKU_1001,9
2025-02-13,TX01,SKU_1001,6
2025-02-14,TX01,SKU_1001,8
2025-02-15,TX01,SKU_1001,7
2025-02-16,TX01,SKU_1001,6
2025-02-17,TX01,SKU_1001,3
2025-02-18,TX01,SKU_1001,8
2025-02-19,TX01,SKU_1001,9
2025-02-20,TX01,SKU_1001,16
2025-02-21,TX01,SKU_1001,16
2025-02-22,TX01,SKU_1001,14
2025-02-23,TX01,SKU_1001,3
2025-02-24,TX01,SKU_1001,13
2025-02-25,TX01,SKU_1001,12
2025-02-26,TX01,SKU_1001,9
2025-02-27,TX01,SKU_1001,5
2025-02-28,TX01,SKU_1001,11
2025-03-01,TX01,SKU_1001,5
2025-03-02,TX01,SKU_1001,11
2025-03-03,TX01,SKU_1001,8
2025-03-04,TX01,SKU_1001,8
2025-03-05,TX01,SKU_1001,8
2025-03-06,TX01,SKU_1001,7
2025-03-07,TX01,SKU_1001,12
2025-03-08,TX01,SKU_1001,10
2025-03-09,TX01,SKU_1001,15
2025-03-10,TX01,SKU_1001,9
2025-03-11,TX01,SKU_1001,11
2025-03-12,TX01,SKU_1001,12
2025-03-13,TX01,SKU_1001,4
2025-03-14,TX01,SKU_1001,17
2025-03-15,TX01,SKU_1001,8
2025-03-16,TX01,SKU_1001,6
2025-03-17,TX01,SKU_1001,10
2025-03-18,TX01,SKU_1001,1
2025-03-19,TX01,SKU_1001,8
2025-03-20,TX01,SKU_1001,9
2025-03-21,TX01,SKU_1001,10
2025-03-22,TX01,SKU_1001,7
2025-03-23,TX01,SKU_1001,9
2025-03-24,TX01,SKU_1001,11
2025-03-25,TX01,SKU_1001,4
2025-03-26,TX01,SKU_1001,13
2025-03-27,TX01,SKU_1001,16
2025-03-28,TX01,SKU_1001,4
2025-03-29,TX01,SKU_1001,13
2025-03-30,TX01,SKU_1001,8
2025-03-31,TX01,SKU_1001,12
2025-04-01,TX01,SKU_1001,6
2025-04-02,TX01,SKU_1001,11
2025-04-03,TX01,SKU_1001,14
2025-04-04,TX01,SKU_1001,11
2025-04-05,TX01,SKU_1001,9
2025-04-06,TX01,SKU_1001,11
2025-04-07,TX01,SKU_1001,8
2025-04-08,TX01,SKU_1001,10
2025-04-09,TX01,SKU_1001,9
2025-04-10,TX01,SKU_1001,13
2025-04-11,TX01,SKU_1001,10
2025-04-12,TX01,SKU_1001,11
2025-04-13,TX01,SKU_1001,11
2025-04-14,TX01,SKU_1001,8
2025-04-15,TX01,SKU_1001,7
2025-04-16,TX01,SKU_1001,9
2025-04-17,TX01,SKU_1001,0
2025-04-18,TX01,SKU_1001,13
2025-04-19,TX01,SKU_1001,8
2025-04-20,TX01,SKU_1001,3
2025-04-21,TX01,SKU_1001,6
2025-04-22,TX01,SKU_1001,4
2025-04-23,TX01,SKU_1001,8
2025-04-24,TX01,SKU_1001,10
2025-04-25,TX01,SKU_1001,15
2025-04-26,TX01,SKU_1001,12
2025-04-27,TX01,SKU_1001,10
2025-04-28,TX01,SKU_1001,7
2025-04-29,TX01,SKU_1001,10
2025-04-30,TX01,SKU_1001,10
2025-05-01,TX01,SKU_1001,11
2025-05-02,TX01,SKU_1001,15
2025-05-03,TX01,SKU_1001,9
2025-05-04,TX01,SKU_1001,12
2025-05-05,TX01,SKU_1001,13
2025-05-06,TX01,SKU_1001,8
2025-05-07,TX01,SKU_1001,11
2025-05-08,TX01,SKU_1001,11
2025-05-09,TX01,SKU_1001,7
2025-05-10,TX01,SKU_1001,13
2025-05-11,TX01,SKU_1001,8
2025-05-12,TX01,SKU_1001,9
2025-05-13,TX01,SKU_1001,7
2025-05-14,TX01,SKU_1001,8
2025-05-15,TX01,SKU_1001,11
2025-05-16,TX01,SKU_1001,13
2025-05-17,TX01,SKU_1001,15
2025-05-18,TX01,SKU_1001,12
2025-05-19,TX01,SKU_1001,14
2025-05-20,TX01,SKU_1001,6
2025-05-21,TX01,SKU_1001,7
2025-05-22,TX01,SKU_1001,4
2025-05-23,TX01,SKU_1001,8
2025-05-24,TX01,SKU_1001,12
2025-05-25,TX01,SKU_1001,7
2025-05-26,TX01,SKU_1001,7
2025-05-27,TX01,SKU_1001,10
2025-05-28,TX01,SKU_1001,8
2025-05-29,TX01,SKU_1001,13
2025-05-30,TX01,SKU_1001,10
2025-05-31,TX01,SKU_1001,10
2025-06-01,TX01,SKU_1001,9
2025-06-02,TX01,SKU_1001,12
2025-06-03,TX01,SKU_1001,17
2025-06-04,TX01,SKU_1001,11
2025-06-05,TX01,SKU_1001,8
2025-06-06,TX01,SKU_1001,9
2025-06-07,TX01,SKU_1001,11
2025-06-08,TX01,SKU_1001,13
2025-06-09,TX01,SKU_1001,9
2025-06-10,TX01,SKU_1001,7
2025-06-11,TX01,SKU_1001,5
2025-06-12,TX01,SKU_1001,1
2025-06-13,TX01,SKU_1001,11
2025-06-14,TX01,SKU_1001,5
2025-06-15,TX01,SKU_1001,13
2025-06-16,TX01,SKU_1001,7
2025-06-17,TX01,SKU_1001,7
2025-06-18,TX01,SKU_1001,7
2025-06-19,TX01,SKU_1001,10
2025-06-20,TX01,SKU_1001,5
2025-06-21,TX01,SKU_1001,13
2025-06-22,TX01,SKU_1001,10
2025-06-23,TX01,SKU_1001,5
2025-06-24,TX01,SKU_1001,10
2025-06-25,TX01,SKU_1001,6
2025-06-26,TX01,SKU_1001,6
2025-06-27,TX01,SKU_1001,10
2025-06-28,TX01,SKU_1001,9
2025-06-29,TX01,SKU_1001,8
2025-06-30,TX01,SKU_1001,8
2025-07-01,TX01,SKU_1001,9
2025-07-02,TX01,SKU_1001,8
2025-07-03,TX01,SKU_1001,7
2025-07-04,TX01,SKU_1001,10
2025-07-05,TX01,SKU_1001,17
2025-07-06,TX01,SKU_1001,15
2025-07-07,TX01,SKU_1001,8
2025-07-08,TX01,SKU_1001,0
2025-07-09,TX01,SKU_1001,8
2025-07-10,TX01,SKU_1001,10
2025-07-11,TX01,SKU_1001,9
2025-07-12,TX01,SKU_1001,11
2025-07-13,TX01,SKU_1001,12
2025-07-14,TX01,SKU_1001,6
2025-07-15,TX01,SKU_1001,8
2025-07-16,TX01,SKU_1001,9
2025-07-17,TX01,SKU_1001,11
2025-07-18,TX01,SKU_1001,7
2025-07-19,TX01,SKU_1001,5
2025-07-20,TX01,SKU_1001,11
2025-07-21,TX01,SKU_1001,10
2025-07-22,TX01,SKU_1001,5
2025-07-23,TX01,SKU_1001,4
2025-07-24,TX01,SKU_1001,13
2025-07-25,TX01,SKU_1001,6
2025-07-26,TX01,SKU_1001,12
2025-07-27,TX01,SKU_1001,9
2025-07-28,TX01,SKU_1001,8
2025-07-29,TX01,SKU_1001,12
2025-07-30,TX01,SKU_1001,11
2025-07-31,TX01,SKU_1001,8
2025-08-01,TX01,SKU_1001,13
2025-08-02,TX01,SKU_1001,11
2025-08-03,TX01,SKU_1001,9
2025-08-04,TX01,SKU_1001,10
2025-08-05,TX01,SKU_1001,6
2025-08-06,TX01,SKU_1001,12
2025-08-07,TX01,SKU_1001,9
2025-08-08,TX01,SKU_1001,13
2025-08-09,TX01,SKU_1001,8
2025-08-10,TX01,SKU_1001,9
2025-08-11,TX01,SKU_1001,9
2025-08-12,TX01,SKU_1001,8
2025-08-13,TX01,SKU_1001,13
2025-08-14,TX01,SKU_1001,8
2025-08-15,TX01,SKU_1001,13
2025-08-16,TX01,SKU_1001,10
2025-08-17,TX01,SKU_1001,7
2025-08-18,TX01,SKU_1001,9
2025-08-19,TX01,SKU_1001,11
2025-08-20,TX01,SKU_1001,9
2025-08-21,TX01,SKU_1001,5
2025-08-22,TX01,SKU_1001,16
2025-08-23,TX01,SKU_1001,12
2025-08-24,TX01,SKU_1001,8
2025-08-25,TX01,SKU_1001,8
2025-08-26,TX01,SKU_1001,6
2025-08-27,TX01,SKU_1001,9
2025-08-28,TX01,SKU_1001,0
2025-08-29,TX01,SKU_1001,11
2025-08-30,TX01,SKU_1001,15
2025-08-31,TX01,SKU_1001,9
2025-09-01,TX01,SKU_1001,7
2025-09-02,TX01,SKU_1001,2
2025-09-03,TX01,SKU_1001,0
2025-09-04,TX01,SKU_1001,0
2025-09-05,TX01,SKU_1001,4
2025-09-06,TX01,SKU_1001,6
2025-09-07,TX01,SKU_1001,8
2025-09-08,TX01,SKU_1001,10
2025-09-09,TX01,SKU_1001,11
2025-09-10,TX01,SKU_1001,7
2025-09-11,TX01,SKU_1001,10
2025-09-12,TX01,SKU_1001,7
2025-09-13,TX01,SKU_1001,9
2025-09-14,TX01,SKU_1001,13
2025-09-15,TX01,SKU_1001,10
2025-09-16,TX01,SKU_1001,11
2025-09-17,TX01,SKU_1001,6
2025-09-18,TX01,SKU_1001,0
2025-09-19,TX01,SKU_1001,10
2025-09-20,TX01,SKU_1001,10
2025-09-21,TX01,SKU_1001,11
2025-09-22,TX01,SKU_1001,5
2025-09-23,TX01,SKU_1001,7
2025-09-24,TX01,SKU_1001,0
2025-09-25,TX01,SKU_1001,0
2025-09-26,TX01,SKU_1001,12
2025-09-27,TX01,SKU_1001,10
2025-09-28,TX01,SKU_1001,8
2025-09-29,TX01,SKU_1001,15
2025-09-30,TX01,SKU_1001,9
2025-10-01,TX01,SKU_1001,5
2025-10-02,TX01,SKU_1001,8
2025-10-03,TX01,SKU_1001,9
2025-10-04,TX01,SKU_1001,8
2025-10-05,TX01,SKU_1001,11
2025-10-06,TX01,SKU_1001,13
2025-10-07,TX01,SKU_1001,7
2025-10-08,TX01,SKU_1001,10
2025-10-09,TX01,SKU_1001,13
2025-10-10,TX01,SKU_1001,12
2025-10-11,TX01,SKU_1001,8
2025-10-12,TX01,SKU_1001,11
2025-10-13,TX01,SKU_1001,5
2025-10-14,TX01,SKU_1001,9
2025-10-15,TX01,SKU_1001,12
2025-10-16,TX01,SKU_1001,10
2025-10-17,TX01,SKU_1001,11
2025-10-18,TX01,SKU_1001,9
2025-10-19,TX01,SKU_1001,13
2025-10-20,TX01,SKU_1001,9
2025-10-21,TX01,SKU_1001,8
2025-10-22,TX01,SKU_1001,12
2025-10-23,TX01,SKU_1001,5
2025-10-24,TX01,SKU_1001,11
2025-10-25,TX01,SKU_1001,6
2025-10-26,TX01,SKU_1001,13
2025-10-27,TX01,SKU_1001,0
2025-10-28,TX01,SKU_1001,0
2025-10-29,TX01,SKU_1001,0
2025-10-30,TX01,SKU_1001,0
2025-10-31,TX01,SKU_1001,10
2025-11-01,TX01,SKU_1001,15
2025-11-02,TX01,SKU_1001,13
2025-11-03,TX01,SKU_1001,6
2025-11-04,TX01,SKU_1001,0
2025-11-05,TX01,SKU_1001,0
2025-11-06,TX01,SKU_1001,0
2025-11-07,TX01,SKU_1001,6
2025-11-08,TX01,SKU_1001,17
2025-11-09,TX01,SKU_1001,8
2025-11-10,TX01,SKU_1001,7
2025-11-11,TX01,SKU_1001,5
2025-11-12,TX01,SKU_1001,9
2025-11-13,TX01,SKU_1001,6
2025-11-14,TX01,SKU_1001,8
2025-11-15,TX01,SKU_1001,9
2025-11-16,TX01,SKU_1001,5
2025-11-17,TX01,SKU_1001,7
2025-11-18,TX01,SKU_1001,6
2025-11-19,TX01,SKU_1001,7
2025-11-20,TX01,SKU_1001,9
2025-11-21,TX01,SKU_1001,10
2025-11-22,TX01,SKU_1001,12
2025-11-23,TX01,SKU_1001,9
2025-11-24,TX01,SKU_1001,9
2025-11-25,TX01,SKU_1001,12
2025-11-26,TX01,SKU_1001,6
2025-11-27,TX01,SKU_1001,11
2025-11-28,TX01,SKU_1001,13
2025-11-29,TX01,SKU_1001,9
