scheduled_date,delivery_date,store_id,product_id,quantity,supplier_id,delivery_delay_days
2025-03-24,2025-03-24,TX01,SKU_1002,80,SUP_001,0
2025-03-31,2025-03-31,TX01,SKU_1002,26,SUP_001,0
2025-04-07,2025-04-07,TX01,SKU_1002,31,SUP_001,0
2025-04-14,2025-04-14,TX01,SKU_1002,70,SUP_001,0
2025-04-21,2025-04-21,TX01,SKU_1002,26,SUP_001,0
2025-04-28,2025-04-28,TX01,SKU_1002,39,SUP_001,0
2025-05-05,2025-05-05,TX01,SKU_1002,58,SUP_001,0
2025-05-12,2025-05-12,TX01,SKU_1002,61,SUP_001,0
2025-05-19,2025-05-19,TX01,SKU_1002,89,SUP_001,0
2025-05-26,2025-05-26,TX01,SKU_1002,55,SUP_001,0
2025-06-02,2025-06-02,TX01,SKU_1002,20,SUP_001,0
2025-06-09,2025-06-09,TX01,SKU_1002,63,SUP_001,0
2025-06-16,2025-06-16,TX01,SKU_1002,78,SUP_001,0
2025-06-23,2025-06-23,TX01,SKU_1002,63,SUP_001,0
2025-06-30,2025-06-30,TX01,SKU_1002,66,SUP_001,0
2025-07-07,2025-07-07,TX01,SKU_1002,95,SUP_001,0
2025-07-14,2025-07-14,TX01,SKU_1002,82,SUP_001,0
2025-07-21,2025-07-21,TX01,SKU_1002,23,SUP_001,0
2025-07-28,2025-07-29,TX01,SKU_1002,34,SUP_001,1
2025-07-29,2025-07-29,TX01,SKU_1002,90,SUP_001,0
2025-08-05,2025-08-05,TX01,SKU_1002,97,SUP_001,0
2025-08-12,2025-08-13,TX01,SKU_1002,45,SUP_001,1
2025-08-13,2025-08-13,TX01,SKU_1002,62,SUP_001,0
2025-08-20,2025-08-22,TX01,SKU_1002,87,SUP_001,2
2025-08-21,2025-08-21,TX01,SKU_1002,47,SUP_001,0
2025-08-28,2025-08-29,TX01,SKU_1002,94,SUP_001,1
2025-08-29,2025-08-29,TX01,SKU_1002,61,SUP_001,0
2025-09-05,2025-09-05,TX01,SKU_1002,41,SUP_001,0
2025-09-12,2025-09-12,TX01,SKU_1002,69,SUP_001,0
2025-09-19,2025-09-19,TX01,SKU_1002,88,SUP_001,0
2025-09-26,2025-09-26,TX01,SKU_1002,76,SUP_001,0
2025-10-03,2025-10-03,TX01,SKU_1002,94,SUP_001,0
2025-10-10,2025-10-10,TX01,SKU_1002,21,SUP_001,0
2025-10-17,2025-10-17,TX01,SKU_1002,77,SUP_001,0
2025-10-24,2025-10-24,TX01,SKU_1002,50,SUP_001,0
2025-10-31,2025-11-02,TX01,SKU_1002,24,SUP_001,2
2025-11-01,2025-11-01,TX01,SKU_1002,49,SUP_001,0
2025-11-08,2025-11-08,TX01,SKU_1002,33,SUP_001,0
2025-11-15,2025-11-15,TX01,SKU_1002,45,SUP_001,0
2025-11-22,2025-11-22,TX01,SKU_1002,49,SUP_001,0
2025-11-29,2025-11-29,TX01,SKU_1002,85,SUP_001,0
2025-12-06,2025-12-06,TX01,SKU_1002,44,SUP_001,0
2025-12-13,2025-12-13,TX01,SKU_1002,50,SUP_001,0
2025-12-20,2025-12-20,TX01,SKU_1002,50,SUP_001,0
2025-12-27,2025-12-28,TX01,SKU_1002,23,SUP_001,1
2025-12-28,2025-12-28,TX01,SKU_1002,59,SUP_001,0
2025-01-01,2025-01-01,TX01,SKU_1003,82,SUP_003,0
2025-01-06,2025-01-06,TX01,SKU_1003,24,SUP_003,0
2025-01-11,2025-01-11,TX01,SKU_1003,29,SUP_003,0
2025-01-16,2025-01-17,TX01,SKU_1003,64,SUP_003,1
2025-01-17,2025-01-17,TX01,SKU_1003,79,SUP_003,0
2025-01-22,2025-01-22,TX01,SKU_1003,71,SUP_003,0
2025-01-27,2025-01-27,TX01,SKU_1003,21,SUP_003,0
2025-02-01,2025-02-01,TX01,SKU_1003,91,SUP_003,0
2025-02-06,2025-02-06,TX01,SKU_1003,63,SUP_003,0
2025-02-11,2025-02-11,TX01,SKU_1003,34,SUP_003,0
2025-02-16,2025-02-17,TX01,SKU_1003,29,SUP_003,1
2025-02-17,2025-02-17,TX01,SKU_1003,69,SUP_003,0
2025-02-22,2025-02-22,TX01,SKU_1003,29,SUP_003,0
2025-02-27,2025-02-27,TX01,SKU_1003,30,SUP_003,0
2025-03-04,2025-03-04,TX01,SKU_1003,41,SUP_003,0
2025-03-09,2025-03-09,TX01,SKU_1003,31,SUP_003,0
2025-03-14,2025-03-14,TX01,SKU_1003,26,SUP_003,0
2025-03-19,2025-03-19,TX01,SKU_1003,71,SUP_003,0
2025-03-24,2025-03-24,TX01,SKU_1003,62,SUP_003,0
2025-03-29,2025-03-29,TX01,SKU_1003,27,SUP_003,0
2025-04-03,2025-04-03,TX01,SKU_1003,83,SUP_003,0
2025-04-08,2025-04-08,TX01,SKU_1003,32,SUP_003,0
2025-04-13,2025-04-13,TX01,SKU_1003,97,SUP_003,0
2025-04-18,2025-04-18,TX01,SKU_1003,43,SUP_003,0
2025-04-23,2025-04-23,TX01,SKU_1003,36,SUP_003,0
2025-04-28,2025-04-28,TX01,SKU_1003,43,SUP_003,0
2025-05-03,2025-05-03,TX01,SKU_1003,41,SUP_003,0
2025-05-08,2025-05-08,TX01,SKU_1003,37,SUP_003,0
2025-05-13,2025-05-13,TX01,SKU_1003,64,SUP_003,0
2025-05-18,2025-05-18,TX01,SKU_1003,88,SUP_003,0
2025-05-23,2025-05-23,TX01,SKU_1003,38,SUP_003,0
2025-05-28,2025-05-28,TX01,SKU_1003,23,SUP_003,0
2025-06-02,2025-06-02,TX01,SKU_1003,43,SUP_003,0
2025-06-07,2025-06-07,TX01,SKU_1003,96,SUP_003,0
2025-06-12,2025-06-12,TX01,SKU_1003,69,SUP_003,0
2025-06-17,2025-06-18,TX01,SKU_1003,33,SUP_003,1
2025-06-18,2025-06-18,TX01,SKU_1003,77,SUP_003,0
2025-06-23,2025-06-24,TX01,SKU_1003,52,SUP_003,1
2025-06-24,2025-06-24,TX01,SKU_1003,80,SUP_003,0
2025-06-29,2025-06-29,TX01,SKU_1003,84,SUP_003,0
2025-07-04,2025-07-06,TX01,SKU_1003,35,SUP_003,2
2025-07-05,2025-07-05,TX01,SKU_1003,59,SUP_003,0
2025-07-10,2025-07-10,TX01,SKU_1003,45,SUP_003,0
2025-07-15,2025-07-15,TX01,SKU_1003,77,SUP_003,0
2025-07-20,2025-07-20,TX01,SKU_1003,63,SUP_003,0
2025-07-25,2025-07-25,TX01,SKU_1003,70,SUP_003,0
2025-07-30,2025-07-30,TX01,SKU_1003,91,SUP_003,0
2025-08-04,2025-08-04,TX01,SKU_1003,26,SUP_003,0
2025-08-09,2025-08-10,TX01,SKU_1003,27,SUP_003,1
2025-08-10,2025-08-10,TX01,SKU_1003,23,SUP_003,0
2025-08-15,2025-08-17,TX01,SKU_1003,49,SUP_003,2
2025-08-16,2025-08-16,TX01,SKU_1003,78,SUP_003,0
2025-08-21,2025-08-22,TX01,SKU_1003,24,SUP_003,1
2025-08-22,2025-08-24,TX01,SKU_1003,79,SUP_003,2
2025-08-23,2025-08-23,TX01,SKU_1003,30,SUP_003,0
2025-08-28,2025-08-28,TX01,SKU_1003,40,SUP_003,0
2025-09-02,2025-09-02,TX01,SKU_1003,94,SUP_003,0
2025-09-07,2025-09-07,TX01,SKU_1003,35,SUP_003,0
2025-09-12,2025-09-12,TX01,SKU_1003,82,SUP_003,0
2025-09-17,2025-09-17,TX01,SKU_1003,36,SUP_003,0
2025-09-22,2025-09-22,TX01,SKU_1003,42,SUP_003,0
2025-09-27,2025-09-27,TX01,SKU_1003,97,SUP_003,0
2025-10-02,2025-10-02,TX01,SKU_1003,41,SUP_003,0
2025-10-07,2025-10-07,TX01,SKU_1003,66,SUP_003,0
2025-10-12,2025-10-12,TX01,SKU_1003,72,SUP_003,0
2025-10-17,2025-10-17,TX01,SKU_1003,49,SUP_003,0
2025-10-22,2025-10-22,TX01,SKU_1003,67,SUP_003,0
2025-10-27,2025-10-27,TX01,SKU_1003,95,SUP_003,0
2025-11-01,2025-11-02,TX01,SKU_1003,41,SUP_003,1
2025-11-02,2025-11-02,TX01,SKU_1003,48,SUP_003,0
2025-11-07,2025-11-07,TX01,SKU_1003,86,SUP_003,0
2025-11-12,2025-11-12,TX01,SKU_1003,44,SUP_003,0
2025-11-17,2025-11-17,TX01,SKU_1003,59,SUP_003,0
2025-11-22,2025-11-24,TX01,SKU_1003,27,SUP_003,2
2025-11-23,2025-11-24,TX01,SKU_1003,58,SUP_003,1
2025-11-24,2025-11-24,TX01,SKU_1003,73,SUP_003,0
2025-11-29,2025-12-01,TX01,SKU_1003,70,SUP_003,2
2025-11-30,2025-12-02,TX01,SKU_1003,83,SUP_003,2
2025-12-01,2025-12-01,TX01,SKU_1003,38,SUP_003,0
2025-12-06,2025-12-06,TX01,SKU_1003,31,SUP_003,0
2025-12-11,2025-12-12,TX01,SKU_1003,49,SUP_003,1
2025-12-12,2025-12-14,TX01,SKU_1003,52,SUP_003,2
2025-12-13,2025-12-13,TX01,SKU_1003,38,SUP_003,0
2025-12-18,2025-12-18,TX01,SKU_1003,48,SUP_003,0
2025-12-23,2025-12-23,TX01,SKU_1003,92,SUP_003,0
2025-12-28,2025-12-28,TX01,SKU_1003,31,SUP_003,0
2025-01-01,2025-01-01,TX01,SKU_1004,44,SUP_001,0
2025-01-09,2025-01-09,TX01,SKU_1004,79,SUP_001,0
2025-01-17,2025-01-17,TX01,SKU_1004,43,SUP_001,0
2025-01-25,2025-01-25,TX01,SKU_1004,30,SUP_001,0
2025-02-02,2025-02-04,TX01,SKU_1004,78,SUP_001,2
2025-02-03,2025-02-03,TX01,SKU_1004,64,SUP_001,0
2025-02-11,2025-02-11,TX01,SKU_1004,61,SUP_001,0
2025-02-19,2025-02-20,TX01,SKU_1004,41,SUP_001,1
2025-02-20,2025-02-20,TX01,SKU_1004,53,SUP_001,0
2025-02-28,2025-02-28,TX01,SKU_1004,40,SUP_001,0
2025-03-08,2025-03-08,TX01,SKU_1004,36,SUP_001,0
2025-03-16,2025-03-16,TX01,SKU_1004,38,SUP_001,0
2025-03-24,2025-03-24,TX01,SKU_1004,75,SUP_001,0
2025-04-01,2025-04-01,TX01,SKU_1004,52,SUP_001,0
2025-04-09,2025-04-09,TX01,SKU_1004,66,SUP_001,0
2025-04-17,2025-04-17,TX01,SKU_1004,99,SUP_001,0
2025-04-25,2025-04-25,TX01,SKU_1004,27,SUP_001,0
2025-05-03,2025-05-03,TX01,SKU_1004,23,SUP_001,0
2025-05-11,2025-05-11,TX01,SKU_1004,35,SUP_001,0
2025-05-19,2025-05-19,TX01,SKU_1004,74,SUP_001,0
2025-05-27,2025-05-27,TX01,SKU_1004,50,SUP_001,0
2025-06-04,2025-06-04,TX01,SKU_1004,72,SUP_001,0
2025-06-12,2025-06-12,TX01,SKU_1004,94,SUP_001,0
2025-06-20,2025-06-20,TX01,SKU_1004,63,SUP_001,0
2025-06-28,2025-06-28,TX01,SKU_1004,32,SUP_001,0
2025-07-06,2025-07-07,TX01,SKU_1004,40,SUP_001,1
2025-07-07,2025-07-07,TX01,SKU_1004,52,SUP_001,0
2025-07-15,2025-07-15,TX01,SKU_1004,60,SUP_001,0
2025-07-23,2025-07-23,TX01,SKU_1004,57,SUP_001,0
2025-07-31,2025-07-31,TX01,SKU_1004,47,SUP_001,0
2025-08-08,2025-08-08,TX01,SKU_1004,66,SUP_001,0
2025-08-16,2025-08-16,TX01,SKU_1004,79,SUP_001,0
2025-08-24,2025-08-25,TX01,SKU_1004,66,SUP_001,1
2025-08-25,2025-08-25,TX01,SKU_1004,44,SUP_001,0
2025-09-02,2025-09-02,TX01,SKU_1004,91,SUP_001,0
2025-09-10,2025-09-10,TX01,SKU_1004,23,SUP_001,0
2025-09-18,2025-09-18,TX01,SKU_1004,64,SUP_001,0
2025-09-26,2025-09-26,TX01,SKU_1004,45,SUP_001,0
2025-10-04,2025-10-04,TX01,SKU_1004,97,SUP_001,0
2025-10-12,2025-10-12,TX01,SKU_1004,38,SUP_001,0
2025-10-20,2025-10-20,TX01,SKU_1004,27,SUP_001,0
2025-10-28,2025-10-28,TX01,SKU_1004,63,SUP_001,0
2025-11-05,2025-11-06,TX01,SKU_1004,46,SUP_001,1
2025-11-06,2025-11-08,TX01,SKU_1004,86,SUP_001,2
2025-11-07,2025-11-07,TX01,SKU_1004,86,SUP_001,0
2025-11-15,2025-11-15,TX01,SKU_1004,20,SUP_001,0
2025-11-23,2025-11-23,TX01,SKU_1004,45,SUP_001,0
2025-12-01,2025-12-01,TX01,SKU_1004,27,SUP_001,0
2025-12-09,2025-12-09,TX01,SKU_1004,80,SUP_001,0
2025-12-17,2025-12-17,TX01,SKU_1004,60,SUP_001,0
2025-12-25,2025-12-25,TX01,SKU_1004,69,SUP_001,0
2025-01-01,2025-01-01,TX01,SKU_1005,35,SUP_003,0
2025-01-10,2025-01-10,TX01,SKU_1005,84,SUP_003,0
2025-01-19,2025-01-20,TX01,SKU_1005,60,SUP_003,1
2025-01-20,2025-01-20,TX01,SKU_1005,71,SUP_003,0
2025-01-29,2025-01-29,TX01,SKU_1005,62,SUP_003,0
2025-02-07,2025-02-08,TX01,SKU_1005,83,SUP_003,1
2025-02-08,2025-02-08,TX01,SKU_1005,38,SUP_003,0
2025-02-17,2025-02-17,TX01,SKU_1005,70,SUP_003,0
2025-02-26,2025-02-26,TX01,SKU_1005,78,SUP_003,0
2025-03-07,2025-03-07,TX01,SKU_1005,39,SUP_003,0
2025-03-16,2025-03-16,TX01,SKU_1005,60,SUP_003,0
2025-03-25,2025-03-25,TX01,SKU_1005,48,SUP_003,0
2025-04-03,2025-04-03,TX01,SKU_1005,92,SUP_003,0
2025-04-12,2025-04-12,TX01,SKU_1005,44,SUP_003,0
2025-04-21,2025-04-21,TX01,SKU_1005,51,SUP_003,0
2025-04-30,2025-04-30,TX01,SKU_1005,60,SUP_003,0
2025-05-09,2025-05-09,TX01,SKU_1005,94,SUP_003,0
2025-05-18,2025-05-18,TX01,SKU_1005,27,SUP_003,0
2025-05-27,2025-05-27,TX01,SKU_1005,75,SUP_003,0
2025-06-05,2025-06-05,TX01,SKU_1005,30,SUP_003,0
2025-06-14,2025-06-14,TX01,SKU_1005,57,SUP_003,0
2025-06-23,2025-06-23,TX01,SKU_1005,79,SUP_003,0
2025-07-02,2025-07-02,TX01,SKU_1005,68,SUP_003,0
2025-07-11,2025-07-11,TX01,SKU_1005,76,SUP_003,0
2025-07-20,2025-07-20,TX01,SKU_1005,37,SUP_003,0
2025-07-29,2025-07-29,TX01,SKU_1005,30,SUP_003,0
2025-08-07,2025-08-07,TX01,SKU_1005,84,SUP_003,0
2025-08-16,2025-08-16,TX01,SKU_1005,45,SUP_003,0
2025-08-25,2025-08-25,TX01,SKU_1005,35,SUP_003,0
2025-09-03,2025-09-03,TX01,SKU_1005,22,SUP_003,0
2025-09-12,2025-09-12,TX01,SKU_1005,76,SUP_003,0
2025-09-21,2025-09-21,TX01,SKU_1005,79,SUP_003,0
2025-09-30,2025-09-30,TX01,SKU_1005,44,SUP_003,0
2025-10-09,2025-10-09,TX01,SKU_1005,25,SUP_003,0
2025-10-18,2025-10-20,TX01,SKU_1005,61,SUP_003,2
2025-10-19,2025-10-19,TX01,SKU_1005,78,SUP_003,0
2025-10-28,2025-10-28,TX01,SKU_1005,81,SUP_003,0
2025-11-06,2025-11-06,TX01,SKU_1005,26,SUP_003,0
2025-11-15,2025-11-15,TX01,SKU_1005,47,SUP_003,0
2025-11-24,2025-11-24,TX01,SKU_1005,90,SUP_003,0
2025-12-03,2025-12-03,TX01,SKU_1005,54,SUP_003,0
2025-12-12,2025-12-12,TX01,SKU_1005,74,SUP_003,0
2025-12-21,2025-12-21,TX01,SKU_1005,62,SUP_003,0
2025-12-30,2025-12-30,TX01,SKU_1005,69,SUP_003,0
2025-01-01,2025-01-01,TX01,SKU_1006,33,SUP_002,0
2025-01-06,2025-01-06,TX01,SKU_1006,94,SUP_002,0
2025-01-11,2025-01-13,TX01,SKU_1006,83,SUP_002,2
2025-01-12,2025-01-12,TX01,SKU_1006,84,SUP_002,0
2025-01-17,2025-01-19,TX01,SKU_1006,52,SUP_002,2
2025-01-18,2025-01-18,TX01,SKU_1006,62,SUP_002,0
2025-01-23,2025-01-23,TX01,SKU_1006,85,SUP_002,0
2025-01-28,2025-01-28,TX01,SKU_1006,59,SUP_002,0
2025-02-02,2025-02-02,TX01,SKU_1006,99,SUP_002,0
2025-02-07,2025-02-07,TX01,SKU_1006,56,SUP_002,0
2025-02-12,2025-02-12,TX01,SKU_1006,68,SUP_002,0
2025-02-17,2025-02-17,TX01,SKU_1006,90,SUP_002,0
2025-02-22,2025-02-22,TX01,SKU_1006,83,SUP_002,0
2025-02-27,2025-02-27,TX01,SKU_1006,32,SUP_002,0
2025-03-04,2025-03-04,TX01,SKU_1006,81,SUP_002,0
2025-03-09,2025-03-09,TX01,SKU_1006,79,SUP_002,0
2025-03-14,2025-03-14,TX01,SKU_1006,67,SUP_002,0
2025-03-19,2025-03-19,TX01,SKU_1006,58,SUP_002,0
2025-03-24,2025-03-24,TX01,SKU_1006,79,SUP_002,0
2025-03-29,2025-03-29,TX01,SKU_1006,81,SUP_002,0
2025-04-03,2025-04-03,TX01,SKU_1006,91,SUP_002,0
2025-04-08,2025-04-10,TX01,SKU_1006,86,SUP_002,2
2025-04-09,2025-04-09,TX01,SKU_1006,41,SUP_002,0
2025-04-14,2025-04-14,TX01,SKU_1006,51,SUP_002,0
2025-04-19,2025-04-21,TX01,SKU_1006,60,SUP_002,2
2025-04-20,2025-04-20,TX01,SKU_1006,41,SUP_002,0
2025-04-25,2025-04-25,TX01,SKU_1006,20,SUP_002,0
2025-04-30,2025-04-30,TX01,SKU_1006,65,SUP_002,0
2025-05-05,2025-05-05,TX01,SKU_1006,36,SUP_002,0
2025-05-10,2025-05-10,TX01,SKU_1006,62,SUP_002,0
2025-05-15,2025-05-15,TX01,SKU_1006,71,SUP_002,0
2025-05-20,2025-05-20,TX01,SKU_1006,51,SUP_002,0
2025-05-25,2025-05-25,TX01,SKU_1006,30,SUP_002,0
2025-05-30,2025-05-30,TX01,SKU_1006,59,SUP_002,0
2025-06-04,2025-06-04,TX01,SKU_1006,68,SUP_002,0
2025-06-09,2025-06-09,TX01,SKU_1006,25,SUP_002,0
2025-06-14,2025-06-14,TX01,SKU_1006,71,SUP_002,0
2025-06-19,2025-06-19,TX01,SKU_1006,75,SUP_002,0
2025-06-24,2025-06-25,TX01,SKU_1006,28,SUP_002,1
2025-06-25,2025-06-25,TX01,SKU_1006,75,SUP_002,0
2025-06-30,2025-06-30,TX01,SKU_1006,92,SUP_002,0
2025-07-05,2025-07-05,TX01,SKU_1006,77,SUP_002,0
2025-07-10,2025-07-10,TX01,SKU_1006,23,SUP_002,0
2025-07-15,2025-07-16,TX01,SKU_1006,40,SUP_002,1
2025-07-16,2025-07-17,TX01,SKU_1006,81,SUP_002,1
2025-07-17,2025-07-17,TX01,SKU_1006,57,SUP_002,0
2025-07-22,2025-07-22,TX01,SKU_1006,89,SUP_002,0
2025-07-27,2025-07-27,TX01,SKU_1006,42,SUP_002,0
2025-08-01,2025-08-01,TX01,SKU_1006,72,SUP_002,0
2025-08-06,2025-08-06,TX01,SKU_1006,79,SUP_002,0
2025-08-11,2025-08-11,TX01,SKU_1006,73,SUP_002,0
