date,store_id,product_id,stock_level,daily_sales,sales_velocity,delivery_delay,supplier_reliability,shortage_event
2025-04-11,TX01,SKU_1000,48,8,8.142857142857142,0.0,0.75,0
2025-04-12,TX01,SKU_1000,40,8,8.428571428571429,0.0,0.75,0
2025-04-13,TX01,SKU_1000,29,11,9.0,0.0,0.75,0
2025-04-14,TX01,SKU_1000,20,9,8.857142857142858,0.0,0.75,0
2025-04-15,TX01,SKU_1000,8,12,9.428571428571429,0.0,0.75,1
2025-04-16,TX01,SKU_1000,2,6,9.142857142857142,0.0,0.75,1
2025-04-17,TX01,SKU_1000,0,2,8.0,0.0,0.75,1
2025-04-18,TX01,SKU_1000,31,12,8.571428571428571,0.0,0.75,0
2025-04-19,TX01,SKU_1000,20,11,9.0,0.0,0.75,0
2025-04-20,TX01,SKU_1000,11,9,8.714285714285714,0.0,0.75,0
2025-04-21,TX01,SKU_1000,0,11,9.0,0.0,0.75,1
2025-04-22,TX01,SKU_1000,0,0,7.285714285714286,0.0,0.75,0
2025-04-23,TX01,SKU_1000,0,0,6.428571428571429,0.0,0.75,0
2025-04-24,TX01,SKU_1000,0,0,6.142857142857143,0.0,0.75,0
2025-04-25,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-04-26,TX01,SKU_1000,68,10,4.285714285714286,0.0,0.75,0
2025-04-27,TX01,SKU_1000,56,12,4.714285714285714,0.0,0.75,0
2025-04-28,TX01,SKU_1000,49,7,4.142857142857143,0.0,0.75,0
2025-04-29,TX01,SKU_1000,41,8,5.285714285714286,0.0,0.75,0
2025-04-30,TX01,SKU_1000,28,13,7.142857142857143,0.0,0.75,0
2025-05-01,TX01,SKU_1000,17,11,8.714285714285714,0.0,0.75,0
2025-05-02,TX01,SKU_1000,15,2,9.0,0.0,0.75,0
2025-05-03,TX01,SKU_1000,4,11,9.142857142857142,0.0,0.75,1
2025-05-04,TX01,SKU_1000,61,12,9.142857142857142,0.0,0.75,0
2025-05-05,TX01,SKU_1000,49,12,9.857142857142858,0.0,0.75,0
2025-05-06,TX01,SKU_1000,43,6,9.571428571428571,0.0,0.75,0
2025-05-07,TX01,SKU_1000,33,10,9.142857142857142,0.0,0.75,0
2025-05-08,TX01,SKU_1000,20,13,9.428571428571429,0.0,0.75,0
2025-05-09,TX01,SKU_1000,15,5,9.857142857142858,0.0,0.75,0
2025-05-10,TX01,SKU_1000,5,10,9.714285714285714,0.0,0.75,1
2025-05-11,TX01,SKU_1000,0,5,8.714285714285714,0.0,0.75,1
2025-05-12,TX01,SKU_1000,26,12,8.714285714285714,0.0,0.75,0
2025-05-13,TX01,SKU_1000,15,11,9.428571428571429,0.0,0.75,0
2025-05-14,TX01,SKU_1000,5,10,9.428571428571429,0.0,0.75,1
2025-05-15,TX01,SKU_1000,0,5,8.285714285714286,0.0,0.75,1
2025-05-16,TX01,SKU_1000,0,0,7.571428571428571,0.0,0.75,0
2025-05-17,TX01,SKU_1000,0,0,6.142857142857143,0.0,0.75,0
2025-05-18,TX01,SKU_1000,0,0,5.428571428571429,0.0,0.75,0
2025-05-19,TX01,SKU_1000,0,0,3.7142857142857144,0.0,0.75,0
2025-05-20,TX01,SKU_1000,78,7,3.142857142857143,0.0,0.75,0
2025-05-21,TX01,SKU_1000,65,13,3.5714285714285716,0.0,0.75,0
2025-05-22,TX01,SKU_1000,52,13,4.714285714285714,0.0,0.75,0
2025-05-23,TX01,SKU_1000,40,12,6.428571428571429,0.0,0.75,0
2025-05-24,TX01,SKU_1000,33,7,7.428571428571429,0.0,0.75,0
2025-05-25,TX01,SKU_1000,26,7,8.428571428571429,0.0,0.75,0
2025-05-26,TX01,SKU_1000,20,6,9.285714285714286,0.0,0.75,0
2025-05-27,TX01,SKU_1000,8,12,10.0,0.0,0.75,1
2025-05-28,TX01,SKU_1000,31,13,10.0,0.0,0.75,0
2025-05-29,TX01,SKU_1000,20,11,9.714285714285714,0.0,0.75,0
2025-05-30,TX01,SKU_1000,16,4,8.571428571428571,0.0,0.75,0
2025-05-31,TX01,SKU_1000,0,16,9.857142857142858,0.0,0.75,1
2025-06-01,TX01,SKU_1000,0,0,8.857142857142858,0.0,0.75,0
2025-06-02,TX01,SKU_1000,0,0,8.0,0.0,0.75,0
2025-06-03,TX01,SKU_1000,0,0,6.285714285714286,0.0,0.75,0
2025-06-04,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-06-05,TX01,SKU_1000,35,11,4.428571428571429,0.0,0.75,0
2025-06-06,TX01,SKU_1000,25,10,5.285714285714286,0.0,0.75,0
2025-06-07,TX01,SKU_1000,11,14,5.0,0.0,0.75,1
2025-06-08,TX01,SKU_1000,2,9,6.285714285714286,0.0,0.75,1
2025-06-09,TX01,SKU_1000,0,2,6.571428571428571,0.0,0.75,1
2025-06-10,TX01,SKU_1000,0,0,6.571428571428571,0.0,0.75,0
2025-06-11,TX01,SKU_1000,0,0,6.571428571428571,0.0,0.75,0
2025-06-12,TX01,SKU_1000,0,0,5.0,0.0,0.75,0
2025-06-13,TX01,SKU_1000,54,11,5.142857142857143,0.0,0.75,0
2025-06-14,TX01,SKU_1000,45,9,4.428571428571429,0.0,0.75,0
2025-06-15,TX01,SKU_1000,33,12,4.857142857142857,0.0,0.75,0
2025-06-16,TX01,SKU_1000,22,11,6.142857142857143,0.0,0.75,0
2025-06-17,TX01,SKU_1000,13,9,7.428571428571429,0.0,0.75,0
2025-06-18,TX01,SKU_1000,6,7,8.428571428571429,0.0,0.75,1
2025-06-19,TX01,SKU_1000,1,5,9.142857142857142,0.0,0.75,1
2025-06-20,TX01,SKU_1000,0,1,7.714285714285714,0.0,0.75,1
2025-06-21,TX01,SKU_1000,32,12,8.142857142857142,0.0,0.75,0
2025-06-22,TX01,SKU_1000,19,13,8.285714285714286,0.0,0.75,0
2025-06-23,TX01,SKU_1000,11,8,7.857142857142857,0.0,0.75,0
2025-06-24,TX01,SKU_1000,0,11,8.142857142857142,0.0,0.75,1
2025-06-25,TX01,SKU_1000,0,0,7.142857142857143,0.0,0.75,0
2025-06-26,TX01,SKU_1000,0,0,6.428571428571429,0.0,0.75,0
2025-06-27,TX01,SKU_1000,0,0,6.285714285714286,0.0,0.75,0
2025-06-28,TX01,SKU_1000,0,0,4.571428571428571,0.0,0.75,0
2025-06-29,TX01,SKU_1000,22,6,3.5714285714285716,0.0,0.75,0
2025-06-30,TX01,SKU_1000,15,7,3.4285714285714284,0.0,0.75,0
2025-07-01,TX01,SKU_1000,1,14,3.857142857142857,0.0,0.75,1
2025-07-02,TX01,SKU_1000,0,1,4.0,0.0,0.75,1
2025-07-03,TX01,SKU_1000,0,0,4.0,0.0,0.75,0
2025-07-04,TX01,SKU_1000,0,0,4.0,0.0,0.75,0
2025-07-05,TX01,SKU_1000,0,0,4.0,0.0,0.75,0
2025-07-06,TX01,SKU_1000,0,0,3.142857142857143,0.0,0.75,0
2025-07-07,TX01,SKU_1000,52,12,3.857142857142857,0.0,0.75,0
2025-07-08,TX01,SKU_1000,44,8,3.0,0.0,0.75,0
2025-07-09,TX01,SKU_1000,35,9,4.142857142857143,0.0,0.75,0
2025-07-10,TX01,SKU_1000,30,5,4.857142857142857,0.0,0.75,0
2025-07-11,TX01,SKU_1000,14,16,7.142857142857143,0.0,0.75,1
2025-07-12,TX01,SKU_1000,8,6,8.0,0.0,0.75,0
2025-07-13,TX01,SKU_1000,0,8,9.142857142857142,0.0,0.75,1
2025-07-14,TX01,SKU_1000,0,0,7.428571428571429,0.0,0.75,0
2025-07-15,TX01,SKU_1000,51,10,7.714285714285714,0.0,0.75,0
2025-07-16,TX01,SKU_1000,43,8,7.571428571428571,0.0,0.75,0
2025-07-17,TX01,SKU_1000,30,13,8.714285714285714,0.0,0.75,0
2025-07-18,TX01,SKU_1000,20,10,7.857142857142857,0.0,0.75,0
2025-07-19,TX01,SKU_1000,14,6,7.857142857142857,0.0,0.75,0
2025-07-20,TX01,SKU_1000,7,7,7.714285714285714,0.0,0.75,0
2025-07-21,TX01,SKU_1000,0,7,8.714285714285714,0.0,0.75,1
2025-07-22,TX01,SKU_1000,0,0,7.285714285714286,0.0,0.75,0
2025-07-23,TX01,SKU_1000,0,0,6.142857142857143,0.0,0.75,0
2025-07-24,TX01,SKU_1000,56,3,4.714285714285714,2.0,0.75,0
2025-07-25,TX01,SKU_1000,46,10,4.714285714285714,0.0,0.75,0
2025-07-26,TX01,SKU_1000,38,8,5.0,0.0,0.75,0
2025-07-27,TX01,SKU_1000,26,12,5.714285714285714,0.0,0.75,0
2025-07-28,TX01,SKU_1000,19,7,5.714285714285714,0.0,0.75,0
2025-07-29,TX01,SKU_1000,10,9,7.0,0.0,0.75,0
2025-07-30,TX01,SKU_1000,0,10,8.428571428571429,0.0,0.75,1
2025-07-31,TX01,SKU_1000,0,0,8.0,0.0,0.75,0
2025-08-01,TX01,SKU_1000,68,9,7.857142857142857,0.0,0.75,0
2025-08-02,TX01,SKU_1000,56,12,8.428571428571429,0.0,0.75,0
2025-08-03,TX01,SKU_1000,47,9,8.0,0.0,0.75,0
2025-08-04,TX01,SKU_1000,38,9,8.285714285714286,0.0,0.75,0
2025-08-05,TX01,SKU_1000,28,10,8.428571428571429,0.0,0.75,0
2025-08-06,TX01,SKU_1000,12,16,9.285714285714286,0.0,0.75,1
2025-08-07,TX01,SKU_1000,5,7,10.285714285714286,0.0,0.75,1
2025-08-08,TX01,SKU_1000,0,5,9.714285714285714,0.0,0.75,1
2025-08-09,TX01,SKU_1000,79,7,9.0,0.0,0.75,0
2025-08-10,TX01,SKU_1000,73,6,8.571428571428571,0.0,0.75,0
2025-08-11,TX01,SKU_1000,64,9,8.571428571428571,0.0,0.75,0
2025-08-12,TX01,SKU_1000,49,15,9.285714285714286,0.0,0.75,0
2025-08-13,TX01,SKU_1000,40,9,8.285714285714286,0.0,0.75,0
2025-08-14,TX01,SKU_1000,33,7,8.285714285714286,0.0,0.75,0
2025-08-15,TX01,SKU_1000,27,6,8.428571428571429,0.0,0.75,0
2025-08-16,TX01,SKU_1000,18,9,8.714285714285714,0.0,0.75,0
2025-08-17,TX01,SKU_1000,51,9,9.142857142857142,0.0,0.75,0
2025-08-18,TX01,SKU_1000,40,11,9.428571428571429,0.0,0.75,0
2025-08-19,TX01,SKU_1000,21,19,10.0,0.0,0.75,0
2025-08-20,TX01,SKU_1000,11,10,10.142857142857142,0.0,0.75,0
2025-08-21,TX01,SKU_1000,0,11,10.714285714285714,0.0,0.75,1
2025-08-22,TX01,SKU_1000,0,0,9.857142857142858,0.0,0.75,0
2025-08-23,TX01,SKU_1000,0,0,8.571428571428571,0.0,0.75,0
2025-08-24,TX01,SKU_1000,0,0,7.285714285714286,0.0,0.75,0
2025-08-25,TX01,SKU_1000,17,14,7.714285714285714,0.0,0.75,0
2025-08-26,TX01,SKU_1000,11,6,5.857142857142857,0.0,0.75,0
2025-08-27,TX01,SKU_1000,0,11,6.0,0.0,0.75,1
2025-08-28,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-08-29,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-08-30,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-08-31,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-09-01,TX01,SKU_1000,0,0,2.4285714285714284,0.0,0.75,0
2025-09-02,TX01,SKU_1000,13,14,3.5714285714285716,0.0,0.75,1
2025-09-03,TX01,SKU_1000,6,7,3.0,0.0,0.75,1
2025-09-04,TX01,SKU_1000,0,6,3.857142857142857,0.0,0.75,1
2025-09-05,TX01,SKU_1000,0,0,3.857142857142857,0.0,0.75,0
2025-09-06,TX01,SKU_1000,0,0,3.857142857142857,0.0,0.75,0
2025-09-07,TX01,SKU_1000,0,0,3.857142857142857,0.0,0.75,0
2025-09-08,TX01,SKU_1000,0,0,3.857142857142857,0.0,0.75,0
2025-09-09,TX01,SKU_1000,0,0,1.8571428571428572,0.0,0.75,0
2025-09-10,TX01,SKU_1000,0,0,0.8571428571428571,0.0,0.75,0
2025-09-11,TX01,SKU_1000,32,11,1.5714285714285714,2.0,0.75,0
2025-09-12,TX01,SKU_1000,28,4,2.142857142857143,0.0,0.75,0
2025-09-13,TX01,SKU_1000,22,6,3.0,0.0,0.75,0
2025-09-14,TX01,SKU_1000,15,7,4.0,0.0,0.75,0
2025-09-15,TX01,SKU_1000,2,13,5.857142857142857,0.0,0.75,1
2025-09-16,TX01,SKU_1000,0,2,6.142857142857143,0.0,0.75,1
2025-09-17,TX01,SKU_1000,0,0,6.142857142857143,0.0,0.75,0
2025-09-18,TX01,SKU_1000,0,0,4.571428571428571,0.0,0.75,0
2025-09-19,TX01,SKU_1000,71,10,5.428571428571429,0.0,0.75,0
2025-09-20,TX01,SKU_1000,69,2,4.857142857142857,0.0,0.75,0
2025-09-21,TX01,SKU_1000,60,9,5.142857142857143,0.0,0.75,0
2025-09-22,TX01,SKU_1000,52,8,4.428571428571429,0.0,0.75,0
2025-09-23,TX01,SKU_1000,43,9,5.428571428571429,0.0,0.75,0
2025-09-24,TX01,SKU_1000,35,8,6.571428571428571,0.0,0.75,0
2025-09-25,TX01,SKU_1000,23,12,8.285714285714286,0.0,0.75,0
2025-09-26,TX01,SKU_1000,13,10,8.285714285714286,0.0,0.75,0
2025-09-27,TX01,SKU_1000,38,10,9.428571428571429,0.0,0.75,0
2025-09-28,TX01,SKU_1000,34,4,8.714285714285714,0.0,0.75,0
2025-09-29,TX01,SKU_1000,26,8,8.714285714285714,0.0,0.75,0
2025-09-30,TX01,SKU_1000,13,13,9.285714285714286,0.0,0.75,0
2025-10-01,TX01,SKU_1000,7,6,9.0,0.0,0.75,0
2025-10-02,TX01,SKU_1000,0,7,8.285714285714286,0.0,0.75,1
2025-10-03,TX01,SKU_1000,0,0,6.857142857142857,0.0,0.75,0
2025-10-04,TX01,SKU_1000,0,0,5.428571428571429,0.0,0.75,0
2025-10-05,TX01,SKU_1000,15,9,6.142857142857143,0.0,0.75,0
2025-10-06,TX01,SKU_1000,5,10,6.428571428571429,0.0,0.75,1
2025-10-07,TX01,SKU_1000,0,5,5.285714285714286,0.0,0.75,1
2025-10-08,TX01,SKU_1000,0,0,4.428571428571429,0.0,0.75,0
2025-10-09,TX01,SKU_1000,0,0,3.4285714285714284,0.0,0.75,0
2025-10-10,TX01,SKU_1000,0,0,3.4285714285714284,0.0,0.75,0
2025-10-11,TX01,SKU_1000,0,0,3.4285714285714284,0.0,0.75,0
2025-10-12,TX01,SKU_1000,0,0,2.142857142857143,0.0,0.75,0
2025-10-13,TX01,SKU_1000,38,8,1.8571428571428572,0.0,0.75,0
2025-10-14,TX01,SKU_1000,30,8,2.2857142857142856,0.0,0.75,0
2025-10-15,TX01,SKU_1000,20,10,3.7142857142857144,0.0,0.75,0
2025-10-16,TX01,SKU_1000,15,5,4.428571428571429,0.0,0.75,0
2025-10-17,TX01,SKU_1000,10,5,5.142857142857143,0.0,0.75,0
2025-10-18,TX01,SKU_1000,3,7,6.142857142857143,0.0,0.75,1
2025-10-19,TX01,SKU_1000,0,3,6.571428571428571,0.0,0.75,1
2025-10-20,TX01,SKU_1000,0,0,5.428571428571429,0.0,0.75,0
2025-10-21,TX01,SKU_1000,24,14,6.285714285714286,0.0,0.75,0
2025-10-22,TX01,SKU_1000,15,9,6.142857142857143,0.0,0.75,0
2025-10-23,TX01,SKU_1000,9,6,6.285714285714286,0.0,0.75,0
2025-10-24,TX01,SKU_1000,0,9,6.857142857142857,0.0,0.75,1
2025-10-25,TX01,SKU_1000,0,0,5.857142857142857,0.0,0.75,0
2025-10-26,TX01,SKU_1000,0,0,5.428571428571429,0.0,0.75,0
2025-10-27,TX01,SKU_1000,0,0,5.428571428571429,0.0,0.75,0
2025-10-28,TX01,SKU_1000,0,0,3.4285714285714284,0.0,0.75,0
2025-10-29,TX01,SKU_1000,68,14,4.142857142857143,0.0,0.75,0
2025-10-30,TX01,SKU_1000,61,7,4.285714285714286,0.0,0.75,0
2025-10-31,TX01,SKU_1000,52,9,4.285714285714286,0.0,0.75,0
2025-11-01,TX01,SKU_1000,50,2,4.571428571428571,0.0,0.75,0
2025-11-02,TX01,SKU_1000,37,13,6.428571428571429,0.0,0.75,0
2025-11-03,TX01,SKU_1000,33,4,7.0,0.0,0.75,0
2025-11-04,TX01,SKU_1000,22,11,8.571428571428571,0.0,0.75,0
2025-11-05,TX01,SKU_1000,13,9,7.857142857142857,0.0,0.75,0
2025-11-06,TX01,SKU_1000,79,10,8.285714285714286,0.0,0.75,0
2025-11-07,TX01,SKU_1000,63,16,9.285714285714286,0.0,0.75,0
2025-11-08,TX01,SKU_1000,52,11,10.571428571428571,0.0,0.75,0
2025-11-09,TX01,SKU_1000,44,8,9.857142857142858,0.0,0.75,0
2025-11-10,TX01,SKU_1000,29,15,11.428571428571429,0.0,0.75,0
2025-11-11,TX01,SKU_1000,16,13,11.714285714285714,0.0,0.75,0
2025-11-12,TX01,SKU_1000,1,15,12.571428571428571,0.0,0.75,1
2025-11-13,TX01,SKU_1000,0,1,11.285714285714286,0.0,0.75,1
2025-11-14,TX01,SKU_1000,15,12,10.714285714285714,0.0,0.75,0
2025-11-15,TX01,SKU_1000,4,11,10.714285714285714,0.0,0.75,1
2025-11-16,TX01,SKU_1000,0,4,10.142857142857142,0.0,0.75,1
2025-11-17,TX01,SKU_1000,0,0,8.0,0.0,0.75,0
2025-11-18,TX01,SKU_1000,0,0,6.142857142857143,0.0,0.75,0
2025-11-19,TX01,SKU_1000,0,0,4.0,0.0,0.75,0
2025-11-20,TX01,SKU_1000,0,0,3.857142857142857,0.0,0.75,0
2025-11-21,TX01,SKU_1000,0,0,2.142857142857143,0.0,0.75,0
2025-11-22,TX01,SKU_1000,0,0,0.5714285714285714,0.0,0.75,0
2025-11-23,TX01,SKU_1000,89,7,1.0,2.0,0.75,0
2025-11-24,TX01,SKU_1000,78,11,2.5714285714285716,0.0,0.75,0
2025-11-25,TX01,SKU_1000,72,6,3.4285714285714284,0.0,0.75,0
2025-11-26,TX01,SKU_1000,57,15,5.571428571428571,0.0,0.75,0
2025-11-27,TX01,SKU_1000,44,13,7.428571428571429,0.0,0.75,0
2025-11-28,TX01,SKU_1000,36,8,8.571428571428571,0.0,0.75,0
2025-11-29,TX01,SKU_1000,32,4,9.142857142857142,0.0,0.75,0
2025-11-30,TX01,SKU_1000,18,14,10.142857142857142,0.0,0.75,0
2025-12-01,TX01,SKU_1000,57,7,9.571428571428571,0.0,0.75,0
2025-12-02,TX01,SKU_1000,47,10,10.142857142857142,0.0,0.75,0
2025-12-03,TX01,SKU_1000,36,11,9.571428571428571,0.0,0.75,0
2025-12-04,TX01,SKU_1000,21,15,9.857142857142858,0.0,0.75,0
2025-12-05,TX01,SKU_1000,11,10,10.142857142857142,0.0,0.75,0
2025-12-06,TX01,SKU_1000,1,10,11.0,0.0,0.75,1
2025-12-07,TX01,SKU_1000,0,1,9.142857142857142,0.0,0.75,1
2025-12-08,TX01,SKU_1000,0,0,8.142857142857142,0.0,0.75,0
2025-12-09,TX01,SKU_1000,29,7,7.714285714285714,0.0,0.75,0
2025-12-10,TX01,SKU_1000,21,8,7.285714285714286,0.0,0.75,0
2025-12-11,TX01,SKU_1000,14,7,6.142857142857143,0.0,0.75,0
2025-12-12,TX01,SKU_1000,7,7,5.714285714285714,0.0,0.75,0
2025-12-13,TX01,SKU_1000,0,7,5.285714285714286,0.0,0.75,1
2025-12-14,TX01,SKU_1000,0,0,5.142857142857143,0.0,0.75,0
2025-12-15,TX01,SKU_1000,0,0,5.142857142857143,0.0,0.75,0
2025-12-16,TX01,SKU_1000,0,0,4.142857142857143,0.0,0.75,0
2025-12-17,TX01,SKU_1000,59,10,4.428571428571429,0.0,0.75,0
